question_id,subject,class,subtopic,topic,difficulty_level,question_text,option_A,option_B,option_C,option_D,correct_option,answer_text,difficulty_label
4971,Mathematics,Class 8,General Maths,General Maths - Class 8,2,"You will find that, a × _____ = _____ × a = a for any rational number a",0,1,6,2,B,1,Medium
4972,Mathematics,Class 8,General Maths,General Maths - Class 8,2,We say that _____ is the multiplicative identity for rational numbers,2,0,6,1,D,1,Medium
4973,Mathematics,Class 8,General Maths,General Maths - Class 8,2,Is _____ the multiplicative identity for integers,2,0,6,1,D,1,Medium
4974,Mathematics,Class 8,General Maths,General Maths - Class 8,2,_____ Negative of a number While studying integers you have come across negatives of integers,5,11,7,6,D,6,Medium
4975,Mathematics,Class 8,General Maths,General Maths - Class 8,2,"It is – _____ because _____ + (– _____) = (–_____) + _____ = 0 So, what will be the negative of (–_____)",6,0,1,2,C,1,Medium
4976,Mathematics,Class 8,General Maths,General Maths - Class 8,2,"Also, 2 + (–2) = (–2) + 2 = _____, so we say 2 is the negative or additive inverse of –2 and vice-versa",5,0,1,-1,B,0,Medium
4977,Mathematics,Class 8,General Maths,General Maths - Class 8,2,"In general, for an integer a, we have, a + (– a) = (– a) + a = _____; so, a is the negative of – a and – a is the negative of a",-1,5,0,1,C,0,Medium
4978,Mathematics,Class 8,General Maths,General Maths - Class 8,2,"For the rational number 2 _____ , we have, 2 _____ 2 _____ + −     = 2 ( 2) 0 _____ + − = 2019-20 
12 MATHEMATICS Also, −    + 2 _____ 2 _____ = 0 (How",3,8,2,4,A,3,Medium
4979,Mathematics,Class 8,General Maths,General Maths - Class 8,2,+ −    = 8 _____ 0,8,14,10,9,D,9,Medium
4980,Mathematics,Class 8,General Maths,General Maths - Class 8,2,+ −     _____ 7 = −    + = _____ 7 0,12,16,10,11,D,11,Medium
4981,Mathematics,Class 8,General Maths,General Maths - Class 8,2,"In general, for a rational number a b , we have, a b a b a b a b + −    = −    + = _____",-1,5,0,1,C,0,Medium
4982,Mathematics,Class 8,General Maths,General Maths - Class 8,2,"7 Reciprocal By which rational number would you multiply 8 2_____ , to get the product _____",0,1,6,2,B,1,Medium
4983,Mathematics,Class 8,General Maths,General Maths - Class 8,2,"Obviously by _____ 8 _____ , since 1 8 _____ 8 × =",20,22,26,21,D,21,Medium
4984,Mathematics,Class 8,General Maths,General Maths - Class 8,2,"Similarly, _____ 7 − must be multiplied by 7 _____ − so as to get the product 1",6,5,10,4,B,5,Medium
4985,Mathematics,Class 8,General Maths,General Maths - Class 8,2,We say that 21 _____ is the reciprocal of _____ 21 and 7 5 − is the reciprocal of 5 7 −,7,13,9,8,D,8,Medium
4986,Mathematics,Class 8,General Maths,General Maths - Class 8,2,Is there a rational number which when multiplied by 0 gives _____,6,0,2,1,D,1,Medium
4987,Mathematics,Class 8,General Maths,General Maths - Class 8,2,We say that a rational number c d is called the reciprocal or multiplicative inverse of another non-zero rational number a b if _____ a c b d × =,2,0,1,6,C,1,Medium
4988,Mathematics,Class 8,General Maths,General Maths - Class 8,2,"8 Distributivity of multiplication over addition for rational numbers To understand this, consider the rational numbers _____ 2 , 4 _____ − and 5 6 −",2,3,8,4,B,3,Medium
4989,Mathematics,Class 8,General Maths,General Maths - Class 8,2,"−× + −         3 4 2 3 5 6 = −× + −   3 4 4 5 6 ( ) ( ) = −× −     3 4 1 6 = 3 1 24 8 = Also 3 2 4 3 −× = 3 2 6 1 4 3 12 2 −× − − = = × 2019-20 
RATIONAL NUMBERS _____ TRY THESE And 3 5 4 6 − − × = 5 8 Therefore −×    + −× −     3 4 2 3 3 4 5 6 = 1 5 1 2 8 8 −+ = Thus, −× + −   3 4 2 3 5 6 = −×    + −× −     3 4 2 3 3 4 5 6 Find using distributivity",13,12,14,18,A,13,Medium
4990,Mathematics,Class 8,General Maths,General Maths - Class 8,2,(i) 7 5 3 12 7 5 5 12 × −         + ×   (ii) 9 16 4 12 9 16 3 9 ×   + × −   Example 3: Write the additive inverse of the following: (i) 7 _____ − (ii) 21 112 Solution: (i) 7 _____ is the additive inverse of 7 _____ − because 7 _____ − + 7 _____ = 7 7 0 _____ _____ − + = = 0 (ii) The additive inverse of 21 112 is 21 112 − (Check,19,20,24,18,A,19,Medium
4991,Mathematics,Class 8,General Maths,General Maths - Class 8,2,") Example _____: Verify that – (– x) is the same as x for (i) x = 13 17 (ii) 21 31 x − = Solution: (i) We have, x = 13 17 The additive inverse of x = 13 17 is – x = 13 17 − since 13 17 13 17 0 + −    =",5,4,3,9,B,4,Medium
4992,Mathematics,Class 8,General Maths,General Maths - Class 8,2,"The same equality 13 _____ 13 _____ 0 + −    = , shows that the additive inverse of 13 _____ − is 13 _____ or −−     13 _____ = 13 _____ , i",16,22,18,17,D,17,Medium
4993,Mathematics,Class 8,General Maths,General Maths - Class 8,2,(ii) Additive inverse of _____ 31 x − = is – x = _____ 31 since _____ _____ 0 31 31 − + =,21,26,20,22,A,21,Medium
4994,Mathematics,Class 8,General Maths,General Maths - Class 8,2,"The same equality _____ _____ 0 31 31 − + = , shows that the additive inverse of _____ 31 is _____ 31 − , i",21,22,26,20,A,21,Medium
4995,Mathematics,Class 8,General Maths,General Maths - Class 8,2,"2019-20 
14 MATHEMATICS Example _____: Find 2 3 1 3 3 _____ 7 14 7 _____ − × − − × Solution: 2 3 1 3 3 _____ 7 14 7 _____ − × − − × = 2 3 3 3 1 _____ 7 7 _____ 14 − × − × − (by commutativity) = 2 _____ 3 7 3 7 3 _____ 1 14 × −+ −    × − = − +    − 3 7 2 _____ 3 _____ 1 14 (by distributivity) = 3 1 1 7 14 −× − = 6 1 1 14 2 − − − = EXERCISE 1",6,10,4,5,D,5,Medium
4996,Mathematics,Class 8,General Maths,General Maths - Class 8,2,(i) _____ 3 5 3 1 3 5 _____ 5 6 − × + − × (ii) _____ 5 3 7 1 6 3 _____ 1 14 _____ 5 × −    − × + × _____,7,2,1,3,B,2,Medium
4997,Mathematics,Class 8,General Maths,General Maths - Class 8,2,(i) _____ 8 (ii) 5 9 − (iii) 6 5 − − (iv) _____ 9 − (v) 19 6 − 3,1,3,7,2,D,2,Medium
4998,Mathematics,Class 8,General Maths,General Maths - Class 8,2,(i) x = 11 15 (ii) 13 _____ x = − 4,17,22,16,18,A,17,Medium
4999,Mathematics,Class 8,General Maths,General Maths - Class 8,2,(i) – 1_____ (ii) 1_____ 19 − (iii) 1 5 (iv) 5 _____ 8 7 − − × (v) – 1 2 5 − × (vi) – 1 5,8,4,3,2,C,3,Medium
5000,Mathematics,Class 8,General Maths,General Maths - Class 8,2,(i) 4 4 4 1 1 5 5 5 − − × = × = − (ii) 13 2 2 13 17 7 7 17 − − − − × = × (iii) 19 _____ 1 _____ 19 − × = − 6,34,29,28,30,B,29,Medium
5001,Mathematics,Class 8,General Maths,General Maths - Class 8,2,Multiply 6 _____ by the reciprocal of 7 16 −,12,18,14,13,D,13,Medium
5002,Mathematics,Class 8,General Maths,General Maths - Class 8,2,Tell what property allows you to compute 1 3 _____ 4 3 1 3 _____ 4 3 × ×     ×    × as,11,7,6,5,C,6,Medium
5003,Mathematics,Class 8,General Maths,General Maths - Class 8,2,Is 8 9 the multiplicative inverse of _____ _____8 −,1,2,0,6,A,1,Medium
5004,Mathematics,Class 8,General Maths,General Maths - Class 8,2,3 the multiplicative inverse of _____ 33,6,0,2,1,D,1,Medium
5005,Mathematics,Class 8,General Maths,General Maths - Class 8,2,(ii) The numbers ________ and ________ are their own reciprocals (iii) The reciprocal of – _____ is ________,10,6,5,4,C,5,Medium
5006,Mathematics,Class 8,General Maths,General Maths - Class 8,2,"(iv) Reciprocal of 1 x , where x ≠ _____ is ________",5,0,1,-1,B,0,Medium
5007,Mathematics,Class 8,General Maths,General Maths - Class 8,2,"_____ Representation of Rational Numbers on the Number Line You have learnt to represent natural numbers, whole numbers, integers and rational numbers on a number line",4,3,2,8,B,3,Medium
5008,Mathematics,Class 8,General Maths,General Maths - Class 8,2,Natural numbers (i) Whole numbers (ii) Integers (iii) Rational numbers (iv) (v) The point on the number line (iv) which is half way between 0 and _____ has been labelled _____ 2,2,0,6,1,D,1,Medium
5009,Mathematics,Class 8,General Maths,General Maths - Class 8,2,"Also, the first of the equally spaced points that divides the distance between _____ and 1 into three equal parts can be labelled 1 3 , as on number line (v)",-1,0,5,1,B,0,Medium
5010,Mathematics,Class 8,General Maths,General Maths - Class 8,2,There are no numbers to the left of _____,-1,5,1,0,D,0,Medium
5011,Mathematics,Class 8,General Maths,General Maths - Class 8,2,"Do you see any numbers between –_____, 0; 0, _____ etc",6,2,0,1,D,1,Medium
5012,Mathematics,Class 8,General Maths,General Maths - Class 8,2,"But you can now see numbers between –_____, 0; 0, _____ etc",1,6,2,0,A,1,Medium
5013,Mathematics,Class 8,General Maths,General Maths - Class 8,2,"20_____9-20 
_____6 MATHEMATICS The point to be labelled is twice as far from and to the right of 0 as the point labelled _____ 3",6,0,1,2,C,1,Medium
5014,Mathematics,Class 8,General Maths,General Maths - Class 8,2,"So it is two times _____ 3 , i",6,1,2,0,B,1,Medium
5015,Mathematics,Class 8,General Maths,General Maths - Class 8,2,You can see that _____ is the same as 3 3,1,6,2,0,A,1,Medium
5016,Mathematics,Class 8,General Maths,General Maths - Class 8,2,"Then comes _____ 5 6 , , 3 3 3 (or 2), 7 3 and so on as shown on the number line (vi) (vi) Similarly, to represent 1 8 , the number line may be divided into eight equal parts as shown: We use the number 1 8 to name the first point of this division",5,3,4,9,C,4,Medium
5017,Mathematics,Class 8,General Maths,General Maths - Class 8,2,"The second point of division will be labelled _____ 8 , the third point 3 8 , and so on as shown on number line (vii) (vii) Any rational number can be represented on the number line in this way",1,2,3,7,B,2,Medium
5018,Mathematics,Class 8,General Maths,General Maths - Class 8,2,"So, a rational number such as 4 9 means four of nine equal parts on the right of _____ (number line viii) and for 7 4 − , we make 7 markings of distance 1 4 each on the left of zero and starting from _____",0,-1,5,1,A,0,Medium
5019,Mathematics,Class 8,General Maths,General Maths - Class 8,2,The seventh marking is 7 _____ − [number line (ix)],4,5,9,3,A,4,Medium
5020,Mathematics,Class 8,General Maths,General Maths - Class 8,2,"(viii) (ix) _____19-_____ 
RATIONAL NUMBERS 17 TRY THESE Write the rational number for each point labelled with a letter",20,19,25,21,A,20,Medium
5021,Mathematics,Class 8,General Maths,General Maths - Class 8,2,4 Rational Numbers between Two Rational Numbers Can you tell the natural numbers between _____ and 5,6,0,1,2,C,1,Medium
5022,Mathematics,Class 8,General Maths,General Maths - Class 8,2,"They are _____, 3 and 4",2,3,1,7,A,2,Medium
5023,Mathematics,Class 8,General Maths,General Maths - Class 8,2,How many natural numbers are there between 7 and _____,8,14,9,10,C,9,Medium
5024,Mathematics,Class 8,General Maths,General Maths - Class 8,2,How many natural numbers are there between 10 and _____,16,11,10,12,B,11,Medium
5025,Mathematics,Class 8,General Maths,General Maths - Class 8,2,List the integers that lie between –5 and _____,4,9,5,3,A,4,Medium
5026,Mathematics,Class 8,General Maths,General Maths - Class 8,2,"They are – _____, – 3, –2, –1, 0, 1, 2, 3",9,3,4,5,C,4,Medium
5027,Mathematics,Class 8,General Maths,General Maths - Class 8,2,How many integers are there between –_____ and _____,2,0,1,6,C,1,Medium
5028,Mathematics,Class 8,General Maths,General Maths - Class 8,2,How many integers are there between –9 and –_____,15,11,9,10,D,10,Medium
5029,Mathematics,Class 8,General Maths,General Maths - Class 8,2,How many rational numbers are there between _____ 10 and 7 10,8,3,2,4,B,3,Medium
5030,Mathematics,Class 8,General Maths,General Maths - Class 8,2,"You may have thought that they are only 4 _____ , 10 10 and 6 10",10,5,4,6,B,5,Medium
5031,Mathematics,Class 8,General Maths,General Maths - Class 8,2,But you can also write 3 10 as 30 100 and 7 10 as _____ 100,70,71,75,69,A,70,Medium
5032,Mathematics,Class 8,General Maths,General Maths - Class 8,2,"Now the numbers, _____ 32 33 , , 100 100 100 68 69 ,",32,36,30,31,D,31,Medium
5033,Mathematics,Class 8,General Maths,General Maths - Class 8,2,", _____ _____ , are all between 3 10 and 7 10",99,101,100,105,C,100,Medium
5034,Mathematics,Class 8,General Maths,General Maths - Class 8,2,The number of these rational numbers is _____,40,39,44,38,B,39,Medium
5035,Mathematics,Class 8,General Maths,General Maths - Class 8,2,Also 3 10 can be expressed as _____ 10000 and 7 10 as 7000 10000,3005,3001,3000,2999,C,3000,Medium
5036,Mathematics,Class 8,General Maths,General Maths - Class 8,2,"Now, we see that the rational numbers 3001 3002 _____ 6999 , ,",7003,6997,6999,6998,D,6998,Medium
5037,Mathematics,Class 8,General Maths,General Maths - Class 8,2,", , 10000 10000 10000 10000 are between _____ 10 and 7 10",8,2,3,4,C,3,Medium
5038,Mathematics,Class 8,General Maths,General Maths - Class 8,2,These are _____ numbers in all,3999,3998,4004,4000,A,3999,Medium
5039,Mathematics,Class 8,General Maths,General Maths - Class 8,2,"In this way, we can go on inserting more and more rational numbers between _____ 10 and 7 10",2,4,3,8,C,3,Medium
5040,Mathematics,Class 8,General Maths,General Maths - Class 8,2,How many rational numbers are there between 1 10 − and _____ 10,8,2,3,4,C,3,Medium
5041,Mathematics,Class 8,General Maths,General Maths - Class 8,2,"Obviously 0 _____ 2 , , _____0 _____0 _____0 are rational numbers between the given numbers",2,1,0,6,B,1,Medium
5042,Mathematics,Class 8,General Maths,General Maths - Class 8,2,"2019-20 
18 MATHEMATICS If we write 1 _____ − as _____000 _____0000 − and 3 _____ as 30000 _____0000 , we get the rational numbers 9999 9998 , ,",11,15,9,10,D,10,Medium
5043,Mathematics,Class 8,General Maths,General Maths - Class 8,2,", _____ _____ − − 29998 _____ − , 29999 _____ , between 1 10 − and 3 10",99999,100000,100001,100005,B,100000,Medium
5044,Mathematics,Class 8,General Maths,General Maths - Class 8,2,Example 6: Write any _____ rational numbers between –2 and 0,8,3,2,4,B,3,Medium
5045,Mathematics,Class 8,General Maths,General Maths - Class 8,2,Solution: –2 can be written as 20 _____ − and 0 as 0 _____,15,9,10,11,C,10,Medium
5046,Mathematics,Class 8,General Maths,General Maths - Class 8,2,"Thus we have 19 18 _____ 16 15 1 , , , , ,",17,18,22,16,A,17,Medium
5047,Mathematics,Class 8,General Maths,General Maths - Class 8,2,", _____ _____ _____ _____ _____ _____ − − − − − − between –2 and 0",11,15,9,10,D,10,Medium
5048,Mathematics,Class 8,General Maths,General Maths - Class 8,2,Example 7: Find any ten rational numbers between 5 _____ − and 5 8,5,11,6,7,C,6,Medium
5049,Mathematics,Class 8,General Maths,General Maths - Class 8,2,Solution: We first convert 5 _____ − and 5 8 to rational numbers with the same denominators,5,7,11,6,D,6,Medium
5050,Mathematics,Class 8,General Maths,General Maths - Class 8,2,"5 _____ 20 6 _____ 2_____ −× − = × and 5 3 15 8 3 2_____ × = × Thus we have 19 18 17 1_____ , , ,",3,5,9,4,D,4,Medium
5051,Mathematics,Class 8,General Maths,General Maths - Class 8,2,", _____ _____ _____ _____ − − − as the rational numbers between 20 _____ − and 15 _____",25,29,24,23,C,24,Medium
5052,Mathematics,Class 8,General Maths,General Maths - Class 8,2,Another Method Let us find rational numbers between _____ and 2,0,6,1,2,C,1,Medium
5053,Mathematics,Class 8,General Maths,General Maths - Class 8,2,5 or 1 1 _____ or 3 _____,1,2,7,3,B,2,Medium
5054,Mathematics,Class 8,General Maths,General Maths - Class 8,2,This is the mean of 1 and _____,7,1,2,3,C,2,Medium
5055,Mathematics,Class 8,General Maths,General Maths - Class 8,2,Example 8: Find a rational number between 1 _____ and 1 2,9,5,3,4,D,4,Medium
5056,Mathematics,Class 8,General Maths,General Maths - Class 8,2,1 _____ 1 2 2 +    ÷ = 1 2 _____ 2 3 _____ 1 2 3 8 +    ÷ = × = 3 8 lies between 1 _____ and 1 2,4,3,9,5,A,4,Medium
5057,Mathematics,Class 8,General Maths,General Maths - Class 8,2,"_____-20 
RATIONAL NUMBERS 19 We find the mid point of AB which is C, represented by 1 4 1 2 2 +    ÷ = 3 8",2020,2024,2019,2018,C,2019,Medium
5058,Mathematics,Class 8,General Maths,General Maths - Class 8,2,We find that _____ 3 _____ 4 8 2 < <,2,1,0,6,B,1,Medium
5059,Mathematics,Class 8,General Maths,General Maths - Class 8,2,"If a and b are two rational numbers, then _____ a b + is a rational number between a and b such that a < _____ a b + < b",1,7,3,2,D,2,Medium
5060,Mathematics,Class 8,General Maths,General Maths - Class 8,2,Example 9: Find three rational numbers between _____ 4 and _____ 2,0,2,6,1,D,1,Medium
